address,target,target_label,sol_path,owner_withdraw,emergency_withdraw,unrestricted_mint,regex_owner_withdraw,regex_emergency_withdraw,regex_unrestricted_mint,slither_ok,slither_high_count,slither_arbitrary_send,slither_suicidal,slither_unchecked_lowlevel,slither_controlled_delegatecall,slither_delegatecall_loop,slither_ownerish_any
0x5a61da190215faa56aed0489e9357c2f2713e340,0,safe,raw_data/0x5a61da190215faa56aed0489e9357c2f2713e340/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x9f24fd67f51664b146571eedf103463543e91e7b,0,safe,raw_data/0x9f24fd67f51664b146571eedf103463543e91e7b/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xa25247f9102d02dc5f11792a57c757c5d62d9acf,1,rugpull,raw_data/0xa25247f9102d02dc5f11792a57c757c5d62d9acf/FOMI.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x25821e9b69ef4425a789c052522f2f0ad939fa80,1,rugpull,raw_data/0x25821e9b69ef4425a789c052522f2f0ad939fa80/BabyStarLink.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xd80aaa052fce83149862c60534f277a52b6a8d58,1,rugpull,raw_data/0xd80aaa052fce83149862c60534f277a52b6a8d58/TrashCoin.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x18205bdd8ccbe685af20d5517d2a20c03a1d4694,0,safe,raw_data/0x18205bdd8ccbe685af20d5517d2a20c03a1d4694/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xa8bc1c89ba2ed4d6679796b99a3ea1660d916007,0,safe,raw_data/0xa8bc1c89ba2ed4d6679796b99a3ea1660d916007/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x5ecbaaba1baa0072047158685d001374dc6aef0b,0,safe,raw_data/0x5ecbaaba1baa0072047158685d001374dc6aef0b/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xb302a8e5da35eb272c810333f1b991d458ae4c26,1,rugpull,raw_data/0xb302a8e5da35eb272c810333f1b991d458ae4c26/Mivie.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x5e03324661db476a88bbfd734d9425262d85ae8a,0,safe,raw_data/0x5e03324661db476a88bbfd734d9425262d85ae8a/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x4d8266eC8dEd77EdaC50A0Eefe3d6934B53663cD,1,rugpull,raw_data/0x4d8266eC8dEd77EdaC50A0Eefe3d6934B53663cD/OEBStaking.sol,1,1,0,1,1,0,0,0,0,0,0,0,0,0
0xea822d8a8c783fd7aa5975918a73c37cdff807e6,1,rugpull,raw_data/0xea822d8a8c783fd7aa5975918a73c37cdff807e6/BONE.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x3b38bab9289f00411bb34a28cebb53a2010483ec,1,rugpull,raw_data/0x3b38bab9289f00411bb34a28cebb53a2010483ec/RedHerring.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0x209e9e4060ab423b2e9250c753bf5d3b54eb5856,1,rugpull,raw_data/0x209e9e4060ab423b2e9250c753bf5d3b54eb5856/SuzumiyaInu.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x180d6c062b29bb2f4614a609ba0eb30ff1278b6b,1,rugpull,raw_data/0x180d6c062b29bb2f4614a609ba0eb30ff1278b6b/TrustAI.sol,1,0,0,1,0,0,1,2,1,0,0,0,0,1
0xdc2431fd21b15e3854d41c4b9b122a3a39161c47,1,rugpull,raw_data/0xdc2431fd21b15e3854d41c4b9b122a3a39161c47/Omicron.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x53018f93f9240cf7e01301cdc4b3e45d25481f73,1,rugpull,raw_data/0x53018f93f9240cf7e01301cdc4b3e45d25481f73/BRTH_GFT.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x07938148948c39d8f7f61dff3615a960ee1d329b,1,rugpull,raw_data/0x07938148948c39d8f7f61dff3615a960ee1d329b/OctopusProtocol.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xce677df0f78e471aacd102d6465fc53312617eb6,1,rugpull,raw_data/0xce677df0f78e471aacd102d6465fc53312617eb6/BONE.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x74808c86c6f0bc6f59a3a1430ddfcd2e29952eac,1,rugpull,raw_data/0x74808c86c6f0bc6f59a3a1430ddfcd2e29952eac/CryptoRoulette.sol,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0x76db129415356b9a874c07faa10c7c027fdef580,0,safe,raw_data/0x76db129415356b9a874c07faa10c7c027fdef580/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x65e6149e098dd951b579da258c6ea6e3c15dffa1,1,rugpull,raw_data/0x65e6149e098dd951b579da258c6ea6e3c15dffa1/ERC20.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x86f2b0105ea819e11546713207405473c186cb91,1,rugpull,raw_data/0x86f2b0105ea819e11546713207405473c186cb91/MFLOOR.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x026d146d3c4515724998369da21de2ea912c73cc,1,rugpull,raw_data/0x026d146d3c4515724998369da21de2ea912c73cc/CONV.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x32f2f89b3927a7156f3fb34e82fc2ada64e57ab4,1,rugpull,raw_data/0x32f2f89b3927a7156f3fb34e82fc2ada64e57ab4/EPIKPrime.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x315d283def1de99025369870b132cb9a9373af02,0,safe,raw_data/0x315d283def1de99025369870b132cb9a9373af02/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x820fc3a3a5693f7bf275bdbab26d0b6d583acd0b,1,rugpull,raw_data/0x820fc3a3a5693f7bf275bdbab26d0b6d583acd0b/MINISTARS.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xa1b4a12ae2dd4469843730ce39ea61d643d5a9a9,1,rugpull,raw_data/0xa1b4a12ae2dd4469843730ce39ea61d643d5a9a9/utsukushii.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x60cd66add1f20b566f0fd246b3f2c2db634e371b,1,rugpull,raw_data/0x60cd66add1f20b566f0fd246b3f2c2db634e371b/Boobahub.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x7a1b3b2bfb687a26328e623441edaea69df3def5,1,rugpull,raw_data/0x7a1b3b2bfb687a26328e623441edaea69df3def5/ICP.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x8bce9d720745b93c58c505fc0d842a7d9cd59697,1,rugpull,raw_data/0x8bce9d720745b93c58c505fc0d842a7d9cd59697/the_gift.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xd40b9a795c157cab194d3df3f6fd46e658d721d9,0,safe,raw_data/0xd40b9a795c157cab194d3df3f6fd46e658d721d9/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x3e4e2299cbff968b425c6c312b64fa46f8be68ff,1,rugpull,raw_data/0x3e4e2299cbff968b425c6c312b64fa46f8be68ff/UniswapExchange.sol,1,0,0,0,0,0,1,2,0,0,1,1,0,1
0x2f2d111e34681d7e9001263ee2f419b837bcc27b,0,safe,raw_data/0x2f2d111e34681d7e9001263ee2f419b837bcc27b/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x19d895f6ffa425b6a265cf16d8b8d03ec284d87d,1,rugpull,raw_data/0x19d895f6ffa425b6a265cf16d8b8d03ec284d87d/MakeYouRich.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x590d1d5ba0feb249d42c527ae21d12f2e5768a87,1,rugpull,raw_data/0x590d1d5ba0feb249d42c527ae21d12f2e5768a87/Jeopardy.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x65fcdbe1098bf6dd90d2e25c1edf96e347edba46,0,safe,raw_data/0x65fcdbe1098bf6dd90d2e25c1edf96e347edba46/VoteProxy.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x7fd3f7742ed93846b60ec078ebdedf2edbfbd6d5,0,safe,raw_data/0x7fd3f7742ed93846b60ec078ebdedf2edbfbd6d5/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x9d63fe41ab6faccc473898d3ee153a73c93b6227,1,rugpull,raw_data/0x9d63fe41ab6faccc473898d3ee153a73c93b6227/KINTSUGI.sol,1,0,0,1,0,0,1,3,0,0,0,0,0,0
0xee6800457bb1f9eff9562659a6aad7471636a97d,0,safe,raw_data/0xee6800457bb1f9eff9562659a6aad7471636a97d/SimpleChildToken.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x69d0c380d5cf0668a66e4ea26adb0434b5a4c105,1,rugpull,raw_data/0x69d0c380d5cf0668a66e4ea26adb0434b5a4c105/ConcaveToken.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x3b5d785c2f230fb403767ae3c17d982d4b723952,1,rugpull,raw_data/0x3b5d785c2f230fb403767ae3c17d982d4b723952/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x8dd65c382677ed7c286807b3a0bcef3a49baaba4,0,safe,raw_data/0x8dd65c382677ed7c286807b3a0bcef3a49baaba4/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x2b094db2efd1055225a675e74330f668fd888976,1,rugpull,raw_data/0x2b094db2efd1055225a675e74330f668fd888976/Ethereum.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x09ade3ab80b9f885eca960e8001a430d8021b591,1,rugpull,raw_data/0x09ade3ab80b9f885eca960e8001a430d8021b591/SHIBASWAP.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x8ec7740a73b1bf8d72d471dfe63a34f81f50a118,1,rugpull,raw_data/0x8ec7740a73b1bf8d72d471dfe63a34f81f50a118/CoinWord.sol,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0xcf354b859c4e62ba6eb5fc3803078db74bdd47ca,0,safe,raw_data/0xcf354b859c4e62ba6eb5fc3803078db74bdd47ca/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xba007ce10ec81bfdea5f095e83a05dacd5599bc1,1,rugpull,raw_data/0xba007ce10ec81bfdea5f095e83a05dacd5599bc1/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x21df3b628c2594c18c6f488d22b574f5a33e3fb4,1,rugpull,raw_data/0x21df3b628c2594c18c6f488d22b574f5a33e3fb4/N1Token.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x8a0f020952bd114d6e87f16fdfa5f90c2805b83f,0,safe,raw_data/0x8a0f020952bd114d6e87f16fdfa5f90c2805b83f/Forwarder.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x3bedb591a417747513f1b528fa42e3c1e82b7ea4,1,rugpull,raw_data/0x3bedb591a417747513f1b528fa42e3c1e82b7ea4/Pikachu.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0x21525e2d20064a789077cbc6453631bcb1f6488f,1,rugpull,raw_data/0x21525e2d20064a789077cbc6453631bcb1f6488f/ShibaSwap.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x20e4747eb302db56683f2eb206fabd56e50a07ff,1,rugpull,raw_data/0x20e4747eb302db56683f2eb206fabd56e50a07ff/ChainLinkGovernance.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xfdc509de0ca14b2c6e97b04c8b386da0260b1a0c,0,safe,raw_data/0xfdc509de0ca14b2c6e97b04c8b386da0260b1a0c/CloneableWallet.sol,0,1,0,0,1,0,1,0,0,0,0,0,0,0
0x47efcc4b73f8451ae48d0771f588c9c8ffb43552,1,rugpull,raw_data/0x47efcc4b73f8451ae48d0771f588c9c8ffb43552/CHAOS.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xe02889ad55cbd30c95894fe038debe7314e68a1d,1,rugpull,raw_data/0xe02889ad55cbd30c95894fe038debe7314e68a1d/SHIBASWAP.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x9825fb0f06dd42474731a5bd00b77bf0f58256de,0,safe,raw_data/0x9825fb0f06dd42474731a5bd00b77bf0f58256de/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xc7e4a9147601fdbc7d1c2fb8b6c2ffcb2469f293,1,rugpull,raw_data/0xc7e4a9147601fdbc7d1c2fb8b6c2ffcb2469f293/GuessTheNumber.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x55cff98813253fec16e2922a1eaa718f22df5087,0,safe,raw_data/0x55cff98813253fec16e2922a1eaa718f22df5087/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x71b7ecd719612fb89717c588683814b86bc27637,1,rugpull,raw_data/0x71b7ecd719612fb89717c588683814b86bc27637/TokenContract.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x7840c9dde49af3e62063a198580ff3d6795b51ef,1,rugpull,raw_data/0x7840c9dde49af3e62063a198580ff3d6795b51ef/Corol.sol,1,0,0,0,0,0,1,3,1,0,0,0,0,1
0x2fe321bbb468d71cc392dd95082efef181df2038,1,rugpull,raw_data/0x2fe321bbb468d71cc392dd95082efef181df2038/private_TRANSFER.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xe2c38691cab968f2b9f893350a14491649dfbc2c,1,rugpull,raw_data/0xe2c38691cab968f2b9f893350a14491649dfbc2c/Niftys.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x188ec11079233f91b97db9e6fa4cc1dd8fc7ba90,0,safe,raw_data/0x188ec11079233f91b97db9e6fa4cc1dd8fc7ba90/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x1adb2162d1f66aab6aec6e567838e0b0720a912d,1,rugpull,raw_data/0x1adb2162d1f66aab6aec6e567838e0b0720a912d/UniswapExchange.sol,1,0,1,0,0,1,1,1,0,0,1,1,0,1
0x4f2c4dffa2f1b0c8695057d3a66b8e1a462f5834,1,rugpull,raw_data/0x4f2c4dffa2f1b0c8695057d3a66b8e1a462f5834/RVC.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x234f256ce43bbec4ab5c208360902aa12e97a6a8,0,safe,raw_data/0x234f256ce43bbec4ab5c208360902aa12e97a6a8/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x99dab0ae4f82fb792c780515c7e9036240e8e627,1,rugpull,raw_data/0x99dab0ae4f82fb792c780515c7e9036240e8e627/ERC20.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x559be9a89db88794645abb93e3bfc1af2ee0be40,1,rugpull,raw_data/0x559be9a89db88794645abb93e3bfc1af2ee0be40/CryptoRoulette.sol,0,0,0,0,0,0,1,3,0,0,0,0,0,0
0x1a38a99bde83bf20cdc9d57026083c5aadfccfe7,0,safe,raw_data/0x1a38a99bde83bf20cdc9d57026083c5aadfccfe7/Forwarder.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x31e197f4f6e1cd7f4247530055838784c78a3bf5,0,safe,raw_data/0x31e197f4f6e1cd7f4247530055838784c78a3bf5/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x3d19f9da9d57cc0868b5107c4c6b26d9384772c2,0,safe,raw_data/0x3d19f9da9d57cc0868b5107c4c6b26d9384772c2/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x2BDAE8DE01684b14AB9e5aA746D68fF27172d9B5,1,rugpull,raw_data/0x2BDAE8DE01684b14AB9e5aA746D68fF27172d9B5/GFY.sol,1,0,0,0,0,0,1,2,1,0,0,0,0,1
0xbc272b58e7cd0a6002c95afd1f208898d756c580,1,rugpull,raw_data/0xbc272b58e7cd0a6002c95afd1f208898d756c580/DEDI_GI.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x9a718a0a3090be2085fb850f4e48c0d70464914f,1,rugpull,raw_data/0x9a718a0a3090be2085fb850f4e48c0d70464914f/decanect.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xda11a45f0e259cc1253a5a501978f0af2bc8aba6,1,rugpull,raw_data/0xda11a45f0e259cc1253a5a501978f0af2bc8aba6/BabyStarLink.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x20738c1633f56d0d8471acaba784af988930acbf,1,rugpull,raw_data/0x20738c1633f56d0d8471acaba784af988930acbf/SIMPSONDAO.sol,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0x430a03250225de14d46a2f575386416450325ead,0,safe,raw_data/0x430a03250225de14d46a2f575386416450325ead/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xc78f0fdfb708689cbe6629175b66958eaa89e7d0,1,rugpull,raw_data/0xc78f0fdfb708689cbe6629175b66958eaa89e7d0/guess_and_get_the_money.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xbf799a2f71d020a4a8c10e7406e2bf970b3d734b,1,rugpull,raw_data/0xbf799a2f71d020a4a8c10e7406e2bf970b3d734b/W12Token.sol,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0x0e8f2803fa16492b948bc470c69e99460942db2b,1,rugpull,raw_data/0x0e8f2803fa16492b948bc470c69e99460942db2b/QuizGameTest1.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x12735da0efac7d82981d7de4356287fb8480151d,0,safe,raw_data/0x12735da0efac7d82981d7de4356287fb8480151d/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x268d6aebd62cf760b42fb60e339ba3078ece0241,0,safe,raw_data/0x268d6aebd62cf760b42fb60e339ba3078ece0241/LockToken.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0x56976cc8da9c768640b746ef62e08297fef93b5a,1,rugpull,raw_data/0x56976cc8da9c768640b746ef62e08297fef93b5a/ERC20.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xf6c01343020a7f37f9a9bdc2c1a5dbe8604de62c,0,safe,raw_data/0xf6c01343020a7f37f9a9bdc2c1a5dbe8604de62c/E3WToken.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x829cef8bf3a110b73c33246b600a9ff6159184c7,1,rugpull,raw_data/0x829cef8bf3a110b73c33246b600a9ff6159184c7/DOG.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xea848cf9ae6f232f9534ba1b433cbbd259bc7764,0,safe,raw_data/0xea848cf9ae6f232f9534ba1b433cbbd259bc7764/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x2ce47cd60be8a6e5828ed06f233819f697002df4,1,rugpull,raw_data/0x2ce47cd60be8a6e5828ed06f233819f697002df4/SAVEN.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x2c694809a5115ed74f98ebb91e4687883610b0c9,0,safe,raw_data/0x2c694809a5115ed74f98ebb91e4687883610b0c9/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xe88b2dc1f6cbe984d3b5a782012d0e5f00546207,0,safe,raw_data/0xe88b2dc1f6cbe984d3b5a782012d0e5f00546207/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xc840599efe25f9849375e2119fb6945035f70115,1,rugpull,raw_data/0xc840599efe25f9849375e2119fb6945035f70115/JINGLE.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x80270d569a0a0b23f7e0c9f1dfcf471a87d22678,1,rugpull,raw_data/0x80270d569a0a0b23f7e0c9f1dfcf471a87d22678/HOKUSAI.sol,0,0,0,0,0,0,1,2,0,0,0,0,0,0
0xef75f477126d05519d965d116fc9606e60fc70a8,1,rugpull,raw_data/0xef75f477126d05519d965d116fc9606e60fc70a8/GIFT_FOR_FRIENDS.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x0b275ded22f0484577f47883c722f0aea1216bf5,0,safe,raw_data/0x0b275ded22f0484577f47883c722f0aea1216bf5/Forwarder.sol,1,0,0,0,0,0,1,1,1,0,0,0,0,1
0x5f3c1828a1df9863ff4bdc1493ca41a69c82d993,1,rugpull,raw_data/0x5f3c1828a1df9863ff4bdc1493ca41a69c82d993/BONE.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xa3e6ddeb48dacafc805625fb31f3791ee8fa8a4a,1,rugpull,raw_data/0xa3e6ddeb48dacafc805625fb31f3791ee8fa8a4a/MINT.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0xdf77e4a81fba17e0cc39dba521aa4167f388ed7c,1,rugpull,raw_data/0xdf77e4a81fba17e0cc39dba521aa4167f388ed7c/Multiplicator.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x7c720d67b2b68cf96ba715844cd592432f844eef,1,rugpull,raw_data/0x7c720d67b2b68cf96ba715844cd592432f844eef/BidirectionalInteractions.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0xc6b7f07133e9a72dfe2c76c53df120f331825e9e,1,rugpull,raw_data/0xc6b7f07133e9a72dfe2c76c53df120f331825e9e/BiconomyTokenContract.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x05f2189e97df2a8970955405b55ec624872bd7d9,0,safe,raw_data/0x05f2189e97df2a8970955405b55ec624872bd7d9/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x101ec3aeca350356123bda3bf2862a0ff55c9b47,1,rugpull,raw_data/0x101ec3aeca350356123bda3bf2862a0ff55c9b47/GalacticApeS.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x0cb8d0b37c7487b11d57f1f33defa2b1d3cfccfe,1,rugpull,raw_data/0x0cb8d0b37c7487b11d57f1f33defa2b1d3cfccfe/DankToken.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x381beac50b9a5ea06a320a72592f7460c49a2b48,1,rugpull,raw_data/0x381beac50b9a5ea06a320a72592f7460c49a2b48/SCCToken.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0xc37ecae209927cd0cd6440efa56cac1c9cfe8859,1,rugpull,raw_data/0xc37ecae209927cd0cd6440efa56cac1c9cfe8859/CRWNY.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x253adaaa3667c89b7256ef8a8eb686506ee46f51,0,safe,raw_data/0x253adaaa3667c89b7256ef8a8eb686506ee46f51/LockToken.sol,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0x4d5765e62526e8ec2a84b33b3c36317e14acd6d4,0,safe,raw_data/0x4d5765e62526e8ec2a84b33b3c36317e14acd6d4/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x6a2b7c554daad03aa1c99da6c49fdc3561ab0afa,0,safe,raw_data/0x6a2b7c554daad03aa1c99da6c49fdc3561ab0afa/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xe5b5c968bf30d1d36d0de4f7da2193123d254d7c,0,safe,raw_data/0xe5b5c968bf30d1d36d0de4f7da2193123d254d7c/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x42d89ba81f3aafafce29620df663055b4c070617,1,rugpull,raw_data/0x42d89ba81f3aafafce29620df663055b4c070617/SpiritAway.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0x7da8f83c6ee8d48840ecc724b1d2ed8e04da2979,1,rugpull,raw_data/0x7da8f83c6ee8d48840ecc724b1d2ed8e04da2979/FLOKI.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x4c1cdef065c27dd08037d693c512bb7ed4c38f17,1,rugpull,raw_data/0x4c1cdef065c27dd08037d693c512bb7ed4c38f17/AGGToken.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0x1e89ed298f830c4824b1836e69878b621d5881b0,1,rugpull,raw_data/0x1e89ed298f830c4824b1836e69878b621d5881b0/BullDoge.sol,1,0,0,1,0,0,1,7,0,0,0,0,0,0
0x083fa1a4b9e74ac3d8452078801fbac9a9eed725,1,rugpull,raw_data/0x083fa1a4b9e74ac3d8452078801fbac9a9eed725/PyramidInu.sol,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0xd816138aae63826f29217902a660d15f1dca3942,0,safe,raw_data/0xd816138aae63826f29217902a660d15f1dca3942/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0x72735a7d1eb69f3238aee15fa07e77d5d139cc0f,1,rugpull,raw_data/0x72735a7d1eb69f3238aee15fa07e77d5d139cc0f/SolaSystem.sol,0,0,1,0,0,1,1,0,0,0,0,0,0,0
0x5144d9e89faae4edee1f76d6f9a5d3f6f82d40c9,1,rugpull,raw_data/0x5144d9e89faae4edee1f76d6f9a5d3f6f82d40c9/Normy.sol,0,0,1,0,0,1,1,2,0,0,0,0,0,0
0x03743318ce387528bf31f821faf822dc98da31d5,0,safe,raw_data/0x03743318ce387528bf31f821faf822dc98da31d5/UserWallet.sol,1,0,0,0,0,0,1,1,0,0,0,1,0,1
0xfaa8a92ad07b072b6cb0f05d0afac213b80192b6,0,safe,raw_data/0xfaa8a92ad07b072b6cb0f05d0afac213b80192b6/etherUSA.sol,0,0,0,0,0,0,1,0,0,0,0,0,0,0
